id,year_born,gender,how_long,industry,occupation,organisation,household,m_r,remote_last_quarter,remote_preferred_last_quarter,remote_this_year,remote_preferred_this_year,covid_cured_preferred_remote,arra_updated_policy,past_6months,how_often,how_often_like,policy_workplace,policy_workplace_time,think_policy1,think_policy2,think_policy3,think_policy4,feel_remote_policy,think_6months1,think_6months2,think_6months3,think_6months4,think_6months5,think_6months6,think_6months7,think_remote,most_supportive,covid_cured1,covid_cured2,covid_cured3,think_workplace1,think_workplace2,think_workplace3,think_workplace4,think_workplace5,think_remote1,think_remote2,think_remote3,think_remote4,think_remote5,remote_paycut,biggest_paycut,barriers_remote1,barriers_remote2,barriers_remote3,barriers_remote4,barriers_remote5,barriers_remote6,barriers_remote7,barriers_remote8,barriers_remote9,barriers_remote10,barriers_remote11,barriers_remote12,barriers_remote13,barriers_remote14,barriers_remote15,barriers_remote16,barrier_colleagues1,barrier_colleagues2,barrier_colleagues3,barrier_colleagues4,barrier_colleagues5,barrier_colleagues6,barrier_colleagues7,barrier_colleagues8,barrier_colleagues9,barrier_colleagues10,barrier_colleagues11,barrier_colleagues12,barrier_colleagues13,barrier_colleagues14,barrier_colleagues15,barrier_colleagues16,barrier_colleagues17,barrier_colleagues18,barrier_colleagues19,barrier_colleagues20,barrier_colleagues21,barrier_colleagues22,barrier_colleagues23,barrier_colleagues24,barrier_colleagues25,barrier_colleagues26,barrier_colleagues27,barrier_colleagues28,statements1,statements2,statements_2,manage_people,employees_manage_remote,statements_3,statements11,statements12,statements1_2,statements21,statements22,statements2_2,statements2_3,statements23,productive,productive_employees,productive1,productive_employees1,remote_last_quarter1,remote_preferred_last_quarter1,remote_this_year1,remote_preferred_this_year1,covid_cured_preferred_remote1,how_often1,how_often_like1,policy_workplace_time1,t_policy1,t_policy2,t_policy3,t_policy4,t_6months1,t_6months2,t_6months3,t_6months4,t_6months5,t_6months6,t_6months7,ss1,ss2,ss_2,ss_3,ss11,ss12,ss1_2,ss21,ss22,ss2_2,ss2_3,ss23,bar_rem1,bar_rem2,bar_rem3,bar_rem4,bar_rem5,bar_rem6,bar_rem7,bar_rem8,bar_rem9,bar_rem10,bar_rem11,bar_rem12,bar_rem13,bar_rem14,bar_rem15,bar_rem16,biggest_b_colle,smallest_b_colle,occupation_d,index_p,index_p21
846,1998,Male,Between 1 and 5 years,Financial and Insurance,Professionals,Between 20 and 199,Couple with no dependent children,Metro,90%,100% - All of my time,60%,100% - All of my time,100% - All of my time,Yes,Yes,Less than 10% of my time,Less than 10% of my time,Yes,40%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat Positive,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither positive nor negative,They are about the same,Somewhat unlikely,Somewhat unlikely,Neither unlikely or likely,3.0,8.0,1.0,4.5,7.5,0.0,8.0,1.0,6.5,8.5,Yes,0.1,Not a barrier for me,Somewhat improved,Significantly improved,Somewhat improved,Not a barrier for me,Significantly improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat improved,Significantly improved,Somewhat worsened,Significantly improved,Significantly improved,Significantly improved,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Interruptions,Difficulty innovating,Lack of privacy,Difficulty innovating,Noisy work environment,Difficulty innovating,Noisy work environment,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Lack of privacy,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Lack of privacy,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Lack of privacy,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty innovating,Strongly agree,Strongly agree,Strongly disagree,No,,,,,,,,,,,Im 30% less productive when working remotely,,-30,,90,100,60,100,100,10.0,10.0,40.0,1,1,2,1,1,2,2,2,2,1,2,2.0,2.0,-2.0,,,,,,,,,,,1.0,2.0,1.0,,2.0,,,,,1.0,2.0,-1.0,2.0,2.0,2.0,Lack of privacy,Difficulty innovating,"Profesionales de Negocios, Recursos Humanos y Marketing",25.0,25.0
847,1981,Male,More than 5 years,"Electricity, Gas, Water and Waste",Managers,Between 5 and 19,Couple with no dependent children,Metro,10%,50% - About half of my time,20%,50% - About half of my time,50% - About half of my time,Yes,No,,,Yes,20%,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly Positive,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly Positive,My direct manger(s),Somewhat likely,Somewhat unlikely,Somewhat likely,1.5,9.0,1.0,5.5,7.0,0.5,10.0,1.0,5.5,7.0,No,,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Somewhat improved,Somewhat improved,Significantly worsened,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,Yes,No,,,,,,,,,,Im 40% more productive when working remotely,Im 40% more productive when working remotely,40,40.0,10,50,20,50,50,,,20.0,1,-1,2,1,-1,1,-1,2,2,-2,1,2.0,2.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,0.0,,1.0,1.0,-2.0,1.0,1.0,1.0,0.0,0.0,1.0,,,"Directores Ejecutivos, Gerentes Generales y Legisladores",35.0,35.0
848,1970,Male,More than 5 years,"Professional, Scientific and Technical",Professionals,More than 200,Other one family household,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,100% - All of my time,80%,Yes,Yes,Less than 10% of my time,Less than 10% of my time,No,,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Positive,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1.0,8.5,2.0,5.0,7.5,0.0,8.0,2.0,6.0,8.0,No,,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Interruptions,Noisy work environment,Lack of privacy,Connectivity/internet issues,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Difficulty innovating,Connectivity/internet issues,Difficulty innovating,Interruptions,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Problems with audio-visual setup,Noisy work environment,Difficulty innovating,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Difficulty innovating,Noisy work environment,Problems with audio-visual setup,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty innovating,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,My productivity is about same when I work remotely,,0,,100,100,100,100,80,10.0,10.0,,2,1,2,0,1,1,2,2,1,0,1,0.0,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,Interruptions,Difficulty innovating,Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0
849,1980,Male,Between 1 and 5 years,Financial and Insurance,Professionals,More than 200,Couple with dependent children,Metro,60%,60%,40%,60%,60%,No,No,,,No,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither positive nor negative,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,My direct manger(s),Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,2.0,9.0,3.0,2.0,8.0,0.0,9.0,4.0,3.0,8.0,Yes,0.05,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat improved,Somewhat worsened,Somewhat worsened,Stayed about the same,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Interruptions,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Interruptions,Problems with audio-visual setup,Interruptions,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Interruptions,Difficulty innovating,Problems with audio-visual setup,Difficulty innovating,Problems with audio-visual setup,Lack of privacy,Interruptions,Lack of privacy,Problems with audio-visual setup,Difficulty innovating,Strongly agree,Neither agree nor disagree,Somewhat agree,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Im 20% more productive when working remotely,Im 20% more productive when working remotely,20,20.0,60,60,40,60,60,,,,1,0,0,2,2,-1,2,2,1,1,0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,Interruptions,Connectivity/internet issues,"Profesionales Legales, Sociales y de Bienestar",10.0,10.0
850,1972,Female,More than 5 years,Manufacturing,Managers,Between 20 and 199,One parent family with dependent children,Metro,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,I would prefer not to work remotely,Yes,Yes,Less than 10% of my time,Less than 10% of my time,Yes,Less than 10% of my time,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Somewhat likely,Somewhat unlikely,1.0,7.0,4.0,5.0,7.0,0.5,7.0,5.0,5.0,6.5,Yes,0.02,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Difficulty collaborating with remote colleagues,Noisy work environment,Connectivity/internet issues,Problems with audio-visual setup,Difficulty innovating,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Connectivity/internet issues,Interruptions,Noisy work environment,Problems with audio-visual setup,Problems with audio-visual setup,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty innovating,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Neither agree nor disagree,Somewhat agree,Somewhat agree,Yes,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Im 10% more productive when working remotely,Im 10% more productive when working remotely,10,10.0,10,10,10,10,0,10.0,10.0,10.0,0,1,0,1,1,1,0,1,1,0,2,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,Difficulty collaborating with remote colleagues,Interruptions,Gerentes Especialistas,0.0,0.0
851,1967,Male,More than 5 years,Education and Training,Professionals,More than 200,Single person,Regional,Rarely or never,30%,30%,20%,20%,Yes,No,,,Yes,100% - All of my time,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Negative,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat Negative,They are about the same,Very unlikely,Very unlikely,Very unlikely,2.0,7.0,4.5,4.5,6.0,2.0,5.0,4.5,4.5,8.0,Yes,0.2,Not a barrier for me,Somewhat worsened,Somewhat worsened,Somewhat worsened,Significantly worsened,Stayed about the same,Significantly worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat improved,Significantly worsened,Not a barrier for me,Somewhat worsened,Stayed about the same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Yes,No,,,,,,,,,,Im 20% more productive when working remotely,Im 20% more productive when working remotely,20,20.0,0,30,30,20,20,,,100.0,-2,-2,-2,-2,1,-2,-1,1,-2,0,1,1.0,1.0,-1.0,,,,,,,,,,,-1.0,-1.0,-1.0,-2.0,0.0,-2.0,,,,,1.0,-2.0,,-1.0,0.0,,,Profesionales de la Educación,10.0,10.0
852,1958,Male,More than 5 years,Manufacturing,Machinery operators and drivers,Between 20 and 199,Couple with no dependent children,Regional,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,50% - About half of my time,50% - About half of my time,Yes,No,,,No,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither positive nor negative,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Senior leadership,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,0.5,8.0,4.0,4.0,7.5,2.0,12.0,2.0,0.0,8.0,No,,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Significantly worsened,Stayed about the same,Somewhat worsened,Not a barrier for me,Stayed about the same,Stayed about the same,Somewhat improved,Not a barrier for me,Stayed about the same,Somewhat improved,Not a barrier for me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,Im 50% more productive when working remotely (or more),,50,,10,10,10,50,50,,,,0,-2,-2,-2,-2,0,-2,0,1,0,1,2.0,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,-2.0,0.0,-1.0,,0.0,0.0,1.0,,0.0,1.0,,,,Operadores de Máquinas y Plantas Estacionarias,20.0,20.0
853,1998,Female,Between 6 and 12 months,Other Services,Sales ,Between 1 and 4,Couple with dependent children,Metro,10%,20%,10%,20%,30%,No,Yes,20%,30%,Yes,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat Positive,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,1.0,5.0,5.0,5.0,8.0,1.0,5.0,5.0,5.0,8.0,No,,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat agree,Somewhat agree,No,,,,,,,,,,,Im 50% more productive when working remotely (or more),,50,,10,20,10,20,30,20.0,30.0,50.0,1,1,1,1,1,1,0,1,1,0,2,0.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,Soporte de Ventas,10.0,10.0
854,1973,Male,More than 5 years,Public Administration and Safety,Professionals,More than 200,Single person,Metro,50% - I spent about half of my time remote working,I would not have preferred to work remotely,30%,50% - About half of my time,30%,Yes,Yes,40%,40%,Yes,40%,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither positive nor negative,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Negative,They are about the same,Somewhat unlikely,Neither unlikely or likely,Somewhat likely,2.0,8.0,1.0,5.0,8.0,0.5,8.0,1.0,6.5,8.0,No,,Somewhat improved,Somewhat improved,Somewhat worsened,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Significantly worsened,Somewhat improved,Somewhat worsened,Stayed about the same,Interruptions,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Difficulty innovating,Lack of appropriate work and meeting spaces,Noisy work environment,Lack of appropriate work and meeting spaces,Difficulty innovating,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Difficulty collaborating with remote colleagues,Noisy work environment,Somewhat disagree,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,Im 20% less productive when working remotely,,-20,,50,0,30,50,30,40.0,40.0,40.0,0,-2,-1,0,-1,0,0,-1,1,0,0,-1.0,1.0,0.0,,,,,,,,,,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,-1.0,0.0,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,"Profesionales Legales, Sociales y de Bienestar",-15.0,-15.0
855,1983,Male,More than 5 years,Other Services,Managers,More than 200,Couple with dependent children,Metro,20%,20%,20%,40%,20%,Yes,Yes,Less than 10% of my time,Less than 10% of my time,Yes,20%,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,3.0,10.0,3.0,2.0,6.0,0.5,9.0,5.0,2.5,7.0,No,,Somewhat worsened,Stayed about the same,Somewhat worsened,Significantly worsened,Somewhat worsened,Significantly worsened,Somewhat worsened,Not a barrier for me,Not a barrier for me,Somewhat worsened,Significantly worsened,Somewhat worsened,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat worsened,Difficulty collaborating with remote colleagues,Lack of privacy,Lack of appropriate work and meeting spaces,Lack of privacy,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Difficulty innovating,Interruptions,Noisy work environment,Problems with audio-visual setup,Noisy work environment,Interruptions,Connectivity/internet issues,Noisy work environment,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of privacy,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Lack of privacy,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Difficulty innovating,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Yes,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Im 20% less productive when working remotely,Im 20% less productive when working remotely,-20,-20.0,20,20,20,40,20,10.0,10.0,20.0,0,-1,1,1,-1,1,2,1,1,0,1,0.0,-1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-2.0,-1.0,-2.0,-1.0,,,-1.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,Interruptions,Lack of privacy,Gerentes Especialistas,10.0,10.0
856,1988,Female,Between 1 and 5 years,Health Care and Social Assistance,Professionals,Between 20 and 199,Couple with no dependent children,Metro,60%,90%,50% - I spent about half of my time remote working,90%,90%,Yes,Yes,30%,100% - All of my time,Yes,60%,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Positive,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly Positive,My direct manger(s),Somewhat unlikely,Neither unlikely or likely,Somewhat likely,3.0,9.0,1.0,4.0,7.0,0.0,10.0,1.0,5.0,8.0,Yes,0.1,Somewhat improved,Somewhat improved,Significantly improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Somewhat worsened,Somewhat improved,Somewhat worsened,Not a barrier for me,Not a barrier for me,Significantly improved,Difficulty collaborating with remote colleagues,Lack of privacy,Lack of privacy,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Connectivity/internet issues,Noisy work environment,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Noisy work environment,Lack of privacy,Noisy work environment,Connectivity/internet issues,Interruptions,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Problems with audio-visual setup,Strongly agree,Strongly agree,Somewhat disagree,Yes,Yes,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Im 40% more productive when working remotely,Im 40% more productive when working remotely,40,40.0,60,90,50,90,90,30.0,100.0,60.0,1,0,1,1,-1,-1,1,0,1,-1,0,2.0,2.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,,,2.0,Noisy work environment,Connectivity/internet issues,"Profesionales Legales, Sociales y de Bienestar",35.0,35.0
