occupation_d,Mis responsabilidades de cuidado,Conectividad,Software y sistemas de mi organización,Dificultad para colaborar de forma remota,Mala gestión,Equipos informáticos,Sentirse excluido/a y/o aislado/a,Costos adicionales,Ciberseguridad,Tengo tareas que no se pueden realizar de forma remota,Mi espacio de trabajo ,Motivación,La gerencia desalienta el trabajo remoto,Mi situación de vida,Falta de habilidades para trabajar de forma remota,Mi salud y seguridad al trabajar de forma remota,¿Cuáles fueron las barreras más grandes al trabajar de esta manera?,¿Cuáles fueron las barreras más pequeñas al trabajar de esta manera?
Gerentes Especialistas,-2.0,2.0,-2.0,,-2.0,0.0,-2.0,-2.0,2.0,,,,,,,,,
Profesionales de Tecnologías de la Información y Comunicación,,0.0,0.0,0.0,,,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,,,0.0,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
Gerentes de Oficina y Administradores de Programas,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,,
Profesionales de la Educación,,,,,,,,-1.0,0.0,0.0,-1.0,1.0,-2.0,0.0,0.0,0.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,Problemas de conectividad/internet,Interrupciones
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,Problemas de conectividad/internet,Falta de espacios de trabajo y reuniones adecuados
Otros Clericales y Administrativos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dificultad para innovar,Problemas con la configuración de audio y video
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,
Profesionales de la Educación,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,,
Profesionales de la Salud,1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,2.0,,,-1.0,0.0,,,,-1.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Representantes y Agentes de Ventas,-2.0,1.0,0.0,2.0,1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,-2.0,-2.0,1.0,1.0,1.0,Interrupciones,Problemas de conectividad/internet
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-2.0,-1.0,2.0,0.0,Dificultad para colaborar con colegas remotos,Problemas con la configuración de audio y video
Profesionales de Tecnologías de la Información y Comunicación,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Problemas de conectividad/internet,Entorno de trabajo ruidoso
Gerentes Especialistas,0.0,0.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Interrupciones
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Proceso de Fábrica,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,Dificultad para innovar,Falta de privacidad
Profesionales de Tecnologías de la Información y Comunicación,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,Problemas con la configuración de audio y video,Interrupciones
Profesionales de la Educación,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,Entorno de trabajo ruidoso,Problemas de conectividad/internet
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,Falta de privacidad,Dificultad para colaborar con colegas remotos
Apoyo Clerical y de Oficina,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,
Profesionales de Tecnologías de la Información y Comunicación,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Problemas de conectividad/internet,Problemas con la configuración de audio y video
Gerentes Especialistas,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,Falta de espacios de trabajo y reuniones adecuados,Falta de privacidad
Apoyo Clerical y de Oficina,2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,2.0,Entorno de trabajo ruidoso,Falta de privacidad
Cuidadores y Asistentes,,-2.0,-2.0,-2.0,,-2.0,-2.0,,-2.0,0.0,1.0,2.0,-1.0,0.0,,-1.0,Entorno de trabajo ruidoso,Falta de privacidad
Profesionales de Tecnologías de la Información y Comunicación,,0.0,0.0,1.0,1.0,-1.0,-1.0,,0.0,-1.0,1.0,-1.0,1.0,0.0,,1.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Profesionales Legales, Sociales y de Bienestar",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interrupciones,Falta de espacios de trabajo y reuniones adecuados
"Técnicos de Ingeniería, Tecnologías de la Información y Ciencia",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,Interrupciones,Entorno de trabajo ruidoso
Representantes y Agentes de Ventas,,,,,,,,,,,,,,,,,,
"Profesionales de Negocios, Recursos Humanos y Marketing",-1.0,1.0,1.0,-1.0,-1.0,1.0,-2.0,1.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,Problemas de conectividad/internet,Entorno de trabajo ruidoso
Gerentes Especialistas,0.0,-1.0,,-1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,2.0,0.0,Problemas con la configuración de audio y video,Interrupciones
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,1.0,0.0,-1.0,-1.0,0.0,,,0.0,,,0.0,1.0,1.0,0.0,1.0,Dificultad para innovar,Falta de espacios de trabajo y reuniones adecuados
Apoyo Clerical y de Oficina,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,
Gerentes Especialistas,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Entorno de trabajo ruidoso,Dificultad para colaborar con colegas remotos
Oficios de Electrotecnología y Telecomunicaciones,0.0,-1.0,0.0,0.0,,0.0,-2.0,-2.0,-1.0,,1.0,1.0,,0.0,1.0,-2.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",-1.0,,-2.0,-2.0,2.0,,-1.0,-1.0,0.0,-1.0,-2.0,,-2.0,-1.0,-1.0,-1.0,Problemas de conectividad/internet,Interrupciones
Gerentes Especialistas,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Dificultad para innovar,Problemas de conectividad/internet
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,,-2.0,0.0,0.0,-1.0,0.0,-2.0,0.0,-2.0,-1.0,-1.0,,-2.0,1.0,Falta de espacios de trabajo y reuniones adecuados,Dificultad para innovar
Profesionales de la Educación,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Gerentes Especialistas,,,,,2.0,,,2.0,,,,,,,,,,
Gerentes Especialistas,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,,
"Profesionales Legales, Sociales y de Bienestar",0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,Interrupciones,Entorno de trabajo ruidoso
Representantes y Agentes de Ventas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interrupciones,Dificultad para innovar
Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0,-1.0,1.0,,2.0,Interrupciones,Problemas de conectividad/internet
Asistentes y Vendedores,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Interrupciones,Dificultad para colaborar con colegas remotos
Profesionales de la Educación,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,,
Profesionales de Tecnologías de la Información y Comunicación,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
Clerical General,,0.0,0.0,0.0,,,0.0,2.0,,0.0,,1.0,0.0,,,,,
"Profesionales de Negocios, Recursos Humanos y Marketing",-1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Profesionales de la Salud,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,Problemas de conectividad/internet,Entorno de trabajo ruidoso
Apoyo Clerical y de Oficina,,,,,,,,,,,,,,,,,,
"Gerentes de Hospitalidad, Retail y Servicios",1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",,,,,,,,,,,,,,,,,Entorno de trabajo ruidoso,Falta de espacios de trabajo y reuniones adecuados
Oficios de Construcción,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-2.0,2.0,-2.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,Problemas con la configuración de audio y video,Dificultad para colaborar con colegas remotos
Asistentes y Vendedores,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,Entorno de trabajo ruidoso,Interrupciones
Oficios de Electrotecnología y Telecomunicaciones,0.0,-1.0,-2.0,,-2.0,-1.0,0.0,1.0,-1.0,1.0,0.0,,-1.0,-2.0,-2.0,2.0,Interrupciones,Problemas de conectividad/internet
Clerks Numéricos,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,,
"Técnicos de Ingeniería, Tecnologías de la Información y Ciencia",,,,-1.0,,,,,,0.0,,,,,0.0,,Interrupciones,Entorno de trabajo ruidoso
Apoyo Clerical y de Oficina,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Interrupciones
"Directores Ejecutivos, Gerentes Generales y Legisladores",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,Interrupciones,Problemas de conectividad/internet
Apoyo Clerical y de Oficina,,,,,,,,,,,,,,,,,,
Gerentes Especialistas,1.0,,1.0,,,,,,,,,,-2.0,,,,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,-1.0,-1.0,1.0,0.0,1.0,-2.0,0.0,-1.0,,-2.0,-1.0,1.0,0.0,1.0,-1.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,0.0,1.0,2.0,0.0,1.0,0.0,-2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,Problemas de conectividad/internet,Falta de privacidad
"Técnicos de Ingeniería, Tecnologías de la Información y Ciencia",,,-2.0,-2.0,-1.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,,,-2.0,,,Interrupciones,Entorno de trabajo ruidoso
Gerentes Especialistas,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,
"Profesionales Legales, Sociales y de Bienestar",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Falta de privacidad,Interrupciones
Gerentes de Oficina y Administradores de Programas,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,1.0,,
Gerentes Especialistas,0.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",,,,,,,,,,,,,,,,,Entorno de trabajo ruidoso,Falta de espacios de trabajo y reuniones adecuados
Gerentes Especialistas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,
Apoyo Clerical y de Oficina,,,0.0,,,,0.0,,,,,1.0,,,,,Problemas de conectividad/internet,Entorno de trabajo ruidoso
Clerks de Consultas y Recepcionistas,0.0,0.0,1.0,1.0,2.0,1.0,-2.0,-2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,
Hospitalidad,,-2.0,,-2.0,,-2.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
Profesionales de la Educación,0.0,0.0,0.0,1.0,1.0,0.0,,,,,1.0,1.0,,,,0.0,Interrupciones,Falta de privacidad
Gerentes Especialistas,-1.0,-1.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Interrupciones
Clerical General,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,-2.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,Falta de espacios de trabajo y reuniones adecuados,Interrupciones
Profesionales de la Educación,,,,,,,,,,,,,,,,,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
"Profesionales de Negocios, Recursos Humanos y Marketing",2.0,1.0,2.0,2.0,2.0,-1.0,,0.0,0.0,0.0,-1.0,2.0,2.0,0.0,2.0,0.0,Problemas con la configuración de audio y video,Entorno de trabajo ruidoso
Otros Técnicos y Oficios,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Problemas con la configuración de audio y video,Falta de privacidad
Profesionales de la Salud,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Oficios de Construcción,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,
Clerks de Consultas y Recepcionistas,,,,,,,-1.0,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Representantes y Agentes de Ventas,1.0,0.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,Interrupciones,Problemas con la configuración de audio y video
Oficios de Construcción,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,
Apoyo Clerical y de Oficina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Problemas de conectividad/internet,Dificultad para innovar
"Gerentes de Hospitalidad, Retail y Servicios",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interrupciones,Problemas con la configuración de audio y video
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Interrupciones
Gerentes Especialistas,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,Dificultad para colaborar con colegas remotos,Interrupciones
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Entorno de trabajo ruidoso,Problemas de conectividad/internet
Profesionales de la Salud,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,Entorno de trabajo ruidoso,Problemas con la configuración de audio y video
Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",0.0,-1.0,1.0,2.0,0.0,0.0,-2.0,1.0,,0.0,-1.0,-2.0,,,1.0,0.0,Dificultad para colaborar con colegas remotos,Dificultad para innovar
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,Falta de espacios de trabajo y reuniones adecuados,Problemas con la configuración de audio y video
"Gerentes de Hospitalidad, Retail y Servicios",0.0,0.0,0.0,-1.0,-2.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0,1.0,-1.0,0.0,1.0,2.0,Interrupciones,Falta de espacios de trabajo y reuniones adecuados
"Gerentes de Hospitalidad, Retail y Servicios",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,,2.0,,,-2.0,-1.0,,
Gerentes Especialistas,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,
Clerical General,2.0,1.0,1.0,2.0,,1.0,1.0,,,,,0.0,,,,2.0,Problemas de conectividad/internet,Entorno de trabajo ruidoso
Gerentes Especialistas,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,Falta de espacios de trabajo y reuniones adecuados,Interrupciones
Soporte de Ventas,,,,0.0,,0.0,,2.0,,,0.0,0.0,-1.0,,,,Interrupciones,Entorno de trabajo ruidoso
Representantes y Agentes de Ventas,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,,-2.0,0.0,,
Clerical General,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Falta de privacidad,Problemas de conectividad/internet
Gerentes Especialistas,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,-1.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,-1.0,Problemas de conectividad/internet,Problemas con la configuración de audio y video
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Problemas de conectividad/internet,Dificultad para colaborar con colegas remotos
Profesionales de la Educación,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Apoyo de Salud y Bienestar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
Otros Clericales y Administrativos,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,0.0,-2.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,Problemas de conectividad/internet,Falta de privacidad
Profesionales de Tecnologías de la Información y Comunicación,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,,,2.0,2.0,,0.0,,2.0,,
"Profesionales Legales, Sociales y de Bienestar",2.0,0.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",1.0,0.0,1.0,1.0,-2.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,Problemas con la configuración de audio y video,Dificultad para colaborar con colegas remotos
Gerentes de Oficina y Administradores de Programas,0.0,0.0,0.0,1.0,,,,0.0,,,,,-1.0,,,,Interrupciones,Falta de privacidad
Gerentes Especialistas,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Problemas con la configuración de audio y video,Falta de privacidad
"Directores Ejecutivos, Gerentes Generales y Legisladores",-1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,,
Gerentes Especialistas,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,-1.0,1.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
Gerentes de Oficina y Administradores de Programas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,Interrupciones,Entorno de trabajo ruidoso
Profesionales de la Educación,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,
Profesionales de Tecnologías de la Información y Comunicación,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,Falta de privacidad,Dificultad para colaborar con colegas remotos
"Técnicos de Ingeniería, Tecnologías de la Información y Ciencia",-1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Interrupciones,Entorno de trabajo ruidoso
Gerentes de Oficina y Administradores de Programas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Falta de espacios de trabajo y reuniones adecuados
Gerentes Especialistas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Dificultad para colaborar con colegas remotos,Problemas con la configuración de audio y video
Gerentes Especialistas,0.0,0.0,,,,,,,,,,0.0,,,,0.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Falta de privacidad,Interrupciones
Otros Clericales y Administrativos,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,
Gerentes Especialistas,-1.0,-2.0,0.0,1.0,-1.0,0.0,-2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,-1.0,1.0,Problemas de conectividad/internet,Falta de privacidad
Profesionales de la Salud,2.0,1.0,0.0,-1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,Dificultad para colaborar con colegas remotos,Problemas con la configuración de audio y video
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,Problemas de conectividad/internet,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,,
Profesionales de la Educación,,,,-1.0,,,-1.0,,,,,-2.0,,-1.0,-1.0,,Problemas de conectividad/internet,Falta de privacidad
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,2.0,-1.0,-2.0,0.0,-1.0,-2.0,0.0,1.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,1.0,Falta de espacios de trabajo y reuniones adecuados,Dificultad para colaborar con colegas remotos
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,,
Operadores de Equipos Móviles,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,Dificultad para innovar,Interrupciones
Profesionales de la Educación,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,Entorno de trabajo ruidoso,Problemas de conectividad/internet
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,,,,,,,,,,,,,,,Interrupciones,Falta de espacios de trabajo y reuniones adecuados
Gerentes de Oficina y Administradores de Programas,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,,
Profesionales de Tecnologías de la Información y Comunicación,,,-2.0,-2.0,0.0,-2.0,-2.0,,,-2.0,,-2.0,,,,,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
